Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,97.949997,97.949997,90.000000,94.000000,94.000000,84721
2020-03-17,92.000000,92.000000,88.500000,91.150002,91.150002,81002
2020-03-18,89.980003,89.980003,79.000000,81.040001,81.040001,117786
2020-03-19,80.010002,81.000000,63.500000,80.400002,80.400002,116275
2020-03-20,80.000000,89.949997,80.000000,85.500000,85.500000,111251
2020-03-23,84.989998,86.000000,77.000000,85.970001,85.970001,92598
2020-03-24,85.959999,86.000000,83.559998,85.949997,85.949997,87782
2020-03-25,84.010002,89.230003,81.129997,87.500000,87.500000,56834
2020-03-26,85.540001,89.970001,84.989998,89.099998,89.099998,73681
2020-03-27,89.099998,92.470001,88.250000,89.589996,89.589996,26478
2020-03-30,89.500000,91.169998,89.000000,89.930000,89.930000,23501
2020-03-31,89.910004,90.989998,89.750000,89.970001,89.970001,23212
2020-04-01,88.629997,91.349998,85.199997,90.000000,90.000000,34054
2020-04-02,90.000000,91.989998,88.570000,89.550003,89.550003,55915
2020-04-03,89.550003,90.489998,88.519997,88.860001,88.860001,29373
2020-04-06,88.860001,90.730003,88.860001,89.540001,89.540001,23128
2020-04-07,89.010002,89.699997,88.029999,89.480003,89.480003,34087
2020-04-08,89.480003,90.000000,89.019997,89.669998,89.669998,29953
2020-04-09,89.980003,91.300003,89.099998,91.250000,91.250000,38052
2020-04-13,90.989998,92.250000,90.260002,91.129997,91.129997,43568
2020-04-14,91.669998,92.349998,91.250000,92.000000,92.000000,44666
2020-04-15,92.010002,93.500000,92.010002,92.250000,92.250000,15748
2020-04-16,92.250000,94.500000,92.000000,92.500000,92.500000,60470
2020-04-17,93.489998,93.980003,93.000000,93.699997,93.699997,25020
2020-04-20,93.989998,94.150002,93.410004,93.739998,93.739998,22602
2020-04-22,94.000000,95.449997,93.750000,93.750000,93.750000,43442
2020-04-23,93.800003,95.000000,93.750000,95.000000,95.000000,32688
2020-04-24,95.050003,95.470001,90.199997,90.449997,90.449997,105274
2020-04-27,91.000000,95.000000,91.000000,93.599998,93.599998,38557
2020-04-28,93.680000,94.980003,93.500000,94.980003,94.980003,60792
2020-04-29,94.489998,95.500000,94.000000,94.730003,94.730003,41789
2020-04-30,94.739998,97.500000,94.709999,95.550003,95.550003,64098
2020-05-04,94.500000,96.510002,92.820000,95.500000,95.500000,66928
2020-05-05,95.519997,96.099998,92.669998,92.699997,92.699997,81895
2020-05-06,92.910004,94.029999,92.839996,92.959999,92.959999,34148
2020-05-07,93.510002,93.510002,91.750000,91.839996,91.839996,36033
2020-05-08,92.300003,92.500000,91.000000,91.699997,91.699997,37406
2020-05-11,91.699997,93.540001,91.000000,93.279999,93.279999,28771
2020-05-12,93.400002,93.699997,91.300003,92.000000,92.000000,35048
2020-05-13,92.199997,93.379997,90.169998,91.000000,91.000000,67466
2020-05-14,91.110001,91.599998,90.230003,90.900002,90.900002,51969
2020-05-15,91.500000,92.449997,90.900002,92.139999,92.139999,23744
2020-05-18,92.139999,92.709999,91.000000,91.809998,91.809998,24190
2020-05-19,91.550003,92.209999,91.400002,92.209999,92.209999,27680
2020-05-20,92.190002,92.400002,91.550003,92.190002,92.190002,27354
2020-05-21,92.099998,92.349998,90.500000,91.610001,91.610001,35318
2020-05-22,91.010002,92.080002,91.000000,91.699997,91.699997,34350
2020-05-25,91.699997,91.970001,91.070000,91.070000,91.070000,13753
2020-05-26,91.860001,91.959999,91.500000,91.919998,91.919998,26852
2020-05-27,91.930000,92.489998,91.500000,92.000000,92.000000,41714
2020-05-28,92.000000,92.800003,91.989998,92.800003,92.800003,27556
2020-05-29,92.800003,93.290001,92.500000,92.699997,92.699997,45224
2020-06-01,92.400002,92.900002,92.099998,92.629997,92.629997,15935
2020-06-02,92.510002,93.290001,92.500000,92.500000,92.500000,29005
2020-06-03,92.500000,92.989998,92.500000,92.500000,92.500000,50237
2020-06-04,92.800003,92.800003,92.500000,92.589996,92.589996,30282
2020-06-05,92.500000,92.750000,91.800003,92.489998,92.489998,75366
2020-06-08,92.480003,92.739998,92.000000,92.529999,92.529999,38166
2020-06-09,92.059998,94.000000,92.059998,93.820000,93.820000,62681
2020-06-10,93.800003,94.000000,93.000000,93.080002,93.080002,43575
2020-06-12,93.000000,93.209999,93.000000,93.000000,93.000000,72776
2020-06-15,93.050003,94.000000,92.370003,93.500000,93.500000,35061
2020-06-16,93.500000,94.010002,93.000000,93.379997,93.379997,40436
2020-06-17,93.389999,93.500000,91.809998,91.949997,91.949997,29993
2020-06-18,91.949997,92.320000,91.699997,91.949997,91.949997,32890
2020-06-19,91.949997,93.900002,91.849998,93.900002,93.900002,77874
2020-06-22,93.800003,93.800003,92.800003,93.180000,93.180000,48832
2020-06-23,93.180000,93.900002,92.400002,93.300003,93.300003,69253
2020-06-24,93.300003,93.599998,92.610001,92.620003,92.620003,40085
2020-06-25,92.669998,93.300003,92.610001,92.900002,92.900002,21699
2020-06-26,92.900002,93.190002,92.709999,92.849998,92.849998,31262
2020-06-29,92.610001,93.269997,92.400002,92.900002,92.900002,51245
2020-06-30,92.879997,92.889999,92.160004,92.400002,92.400002,23638
2020-07-01,92.440002,92.440002,91.129997,92.169998,92.169998,48271
2020-07-02,92.169998,92.180000,90.949997,91.029999,91.029999,73741
2020-07-03,91.000000,91.400002,90.500000,90.610001,90.610001,44897
2020-07-06,90.650002,90.790001,89.510002,89.769997,89.769997,30260
2020-07-07,89.889999,90.080002,87.400002,88.330002,88.330002,40690
2020-07-08,88.000000,88.709999,85.629997,88.330002,88.330002,87142
2020-07-09,88.330002,89.970001,87.900002,88.190002,88.190002,32355
2020-07-10,88.190002,88.989998,87.400002,88.080002,88.080002,66334
2020-07-13,88.080002,89.000000,86.800003,88.690002,88.690002,51650
2020-07-14,88.400002,88.589996,87.949997,87.989998,87.989998,63369
2020-07-15,88.019997,88.209999,87.019997,87.699997,87.699997,41628
2020-07-16,87.699997,88.650002,87.160004,87.220001,87.220001,32457
2020-07-17,87.419998,87.480003,86.500000,87.120003,87.120003,39422
2020-07-20,87.120003,87.900002,86.720001,87.180000,87.180000,45900
2020-07-21,87.150002,87.150002,86.750000,86.900002,86.900002,21298
2020-07-22,86.900002,86.959999,85.209999,85.650002,85.650002,44626
2020-07-23,85.900002,86.059998,84.690002,85.550003,85.550003,57569
2020-07-24,85.599998,86.550003,85.050003,86.379997,86.379997,47139
2020-07-27,86.320000,86.459999,84.930000,85.480003,85.480003,45171
2020-07-28,85.480003,85.559998,84.699997,85.099998,85.099998,51785
2020-07-29,85.000000,86.750000,84.410004,86.290001,86.290001,49258
2020-07-30,86.290001,88.260002,85.500000,88.000000,88.000000,54363
2020-07-31,88.000000,88.760002,87.349998,88.029999,88.029999,37674
2020-08-03,87.720001,88.389999,86.669998,88.150002,88.150002,44052
2020-08-04,88.389999,90.620003,87.410004,88.500000,88.500000,39821
2020-08-05,88.500000,89.000000,88.050003,88.779999,88.779999,48498
2020-08-06,88.779999,89.730003,87.000000,89.000000,89.000000,71020
2020-08-07,89.010002,89.300003,88.010002,88.599998,88.599998,16343
2020-08-10,88.599998,89.190002,88.110001,88.459999,88.459999,40107
2020-08-11,88.459999,88.760002,87.000000,87.400002,87.400002,33438
2020-08-12,87.660004,87.660004,86.879997,87.599998,87.599998,45480
2020-08-13,87.769997,88.769997,87.160004,88.769997,88.769997,64450
2020-08-14,88.769997,89.709999,88.500000,89.470001,89.470001,26980
2020-08-17,89.500000,89.989998,88.500000,88.610001,88.610001,20550
2020-08-18,88.949997,89.500000,88.080002,88.400002,88.400002,34214
2020-08-19,88.459999,89.300003,88.019997,88.290001,88.290001,47895
2020-08-20,88.400002,89.199997,88.400002,88.809998,88.809998,44739
2020-08-21,88.660004,89.300003,88.660004,89.000000,89.000000,17401
2020-08-24,89.000000,90.070000,88.610001,89.050003,89.050003,38558
2020-08-25,89.150002,89.870003,88.620003,89.599998,89.599998,29443
2020-08-26,89.599998,89.849998,89.150002,89.760002,89.760002,34471
2020-08-27,89.760002,89.849998,89.000000,89.400002,89.400002,21847
2020-08-28,89.019997,89.870003,88.949997,89.070000,89.070000,34329
2020-08-31,89.099998,89.500000,88.910004,89.269997,89.269997,22772
2020-09-01,88.980003,89.000000,88.199997,88.629997,88.629997,29966
2020-09-02,88.620003,88.959999,88.360001,88.779999,88.779999,38504
2020-09-03,88.779999,89.150002,88.750000,89.000000,89.000000,24162
2020-09-04,89.099998,89.099998,88.779999,89.000000,89.000000,24192
2020-09-08,88.559998,89.099998,88.029999,88.500000,88.500000,39514
2020-09-09,88.500000,89.150002,88.300003,89.010002,89.010002,34701
2020-09-10,89.000000,90.000000,88.400002,89.019997,89.019997,40195
2020-09-11,89.150002,92.480003,89.089996,90.500000,90.500000,64889
2020-09-14,90.500000,90.809998,89.660004,90.199997,90.199997,40262
2020-09-15,90.199997,90.470001,87.570000,89.809998,89.809998,49494
2020-09-16,89.750000,89.750000,88.800003,89.220001,89.220001,38679
2020-09-17,89.260002,89.370003,88.669998,89.019997,89.019997,43814
2020-09-18,89.019997,89.500000,88.120003,88.529999,88.529999,61704
2020-09-21,88.529999,89.220001,87.879997,88.989998,88.989998,55046
2020-09-22,89.070000,89.349998,87.900002,88.019997,88.019997,67885
2020-09-23,88.050003,89.660004,88.010002,89.500000,89.500000,49818
2020-09-24,89.500000,89.769997,88.500000,89.559998,89.559998,28377
2020-09-25,89.760002,90.480003,89.470001,90.180000,90.180000,46901
2020-09-28,90.180000,90.180000,89.209999,90.120003,90.120003,58702
2020-09-29,90.120003,90.980003,89.800003,90.419998,90.419998,53617
2020-09-30,90.400002,90.980003,90.019997,90.250000,90.250000,31237
2020-10-01,89.930000,90.500000,89.690002,90.300003,90.300003,50552
2020-10-02,90.400002,90.650002,88.019997,89.989998,89.989998,37170
2020-10-05,89.989998,90.470001,89.419998,90.050003,90.050003,73606
2020-10-06,90.000000,90.459999,89.599998,89.610001,89.610001,46373
2020-10-07,89.940002,90.500000,89.480003,90.320000,90.320000,26131
2020-10-08,90.199997,90.199997,89.900002,90.150002,90.150002,27600
2020-10-09,90.089996,91.099998,90.010002,91.099998,91.099998,37244
2020-10-13,91.000000,91.800003,90.800003,91.599998,91.599998,26338
2020-10-14,91.500000,91.500000,90.500000,91.120003,91.120003,48417
2020-10-15,91.120003,92.029999,90.970001,91.989998,91.989998,48198
2020-10-16,91.989998,94.480003,91.269997,92.279999,92.279999,80753
2020-10-19,92.279999,93.040001,92.000000,92.300003,92.300003,29212
2020-10-20,92.809998,92.949997,92.199997,92.550003,92.550003,38609
2020-10-21,92.550003,93.750000,92.529999,93.750000,93.750000,41128
2020-10-22,93.400002,94.180000,93.000000,94.000000,94.000000,21784
2020-10-23,94.000000,94.160004,93.000000,93.260002,93.260002,28642
2020-10-26,93.230003,93.470001,92.989998,93.459999,93.459999,55054
2020-10-27,93.199997,93.370003,91.629997,91.779999,91.779999,28302
2020-10-28,91.779999,92.599998,91.150002,92.500000,92.500000,46675
2020-10-29,92.500000,93.459999,91.500000,92.110001,92.110001,60399
2020-10-30,92.279999,93.379997,91.650002,91.949997,91.949997,58466
2020-11-03,90.000000,91.489998,88.320000,90.330002,90.330002,28737
2020-11-04,90.330002,91.489998,90.019997,91.489998,91.489998,37372
2020-11-05,91.489998,91.489998,90.110001,91.489998,91.489998,41777
2020-11-06,91.489998,91.500000,89.650002,90.400002,90.400002,28037
2020-11-09,91.000000,91.000000,89.900002,89.900002,89.900002,36450
2020-11-10,89.900002,89.980003,88.900002,89.709999,89.709999,78310
2020-11-11,89.419998,92.000000,89.139999,90.300003,90.300003,47468
2020-11-12,90.309998,92.099998,90.050003,91.190002,91.190002,29612
2020-11-13,91.209999,92.989998,91.199997,91.269997,91.269997,25414
2020-11-16,91.500000,92.139999,90.750000,91.000000,91.000000,28539
2020-11-17,91.000000,91.000000,90.000000,90.360001,90.360001,28904
2020-11-18,90.330002,90.580002,89.489998,89.940002,89.940002,51985
2020-11-19,89.769997,89.940002,87.910004,88.180000,88.180000,94601
2020-11-23,88.970001,89.250000,88.449997,89.000000,89.000000,38276
2020-11-24,88.709999,89.489998,88.400002,89.440002,89.440002,51599
2020-11-25,89.400002,89.430000,88.699997,88.760002,88.760002,42900
2020-11-26,88.750000,89.050003,88.000000,88.830002,88.830002,41828
2020-11-27,88.830002,89.349998,88.669998,88.870003,88.870003,26416
2020-11-30,89.000000,89.300003,88.150002,88.699997,88.699997,46441
2020-12-01,88.250000,88.599998,88.000000,88.139999,88.139999,37284
2020-12-02,87.989998,88.010002,86.410004,86.800003,86.800003,131096
2020-12-03,87.099998,87.169998,86.809998,87.000000,87.000000,97072
2020-12-04,86.879997,88.010002,86.570000,87.639999,87.639999,31331
2020-12-07,87.029999,87.279999,86.800003,86.900002,86.900002,65053
2020-12-08,86.830002,87.970001,85.889999,86.870003,86.870003,108341
2020-12-09,86.860001,88.010002,86.559998,87.639999,87.639999,85083
2020-12-10,87.099998,87.099998,86.019997,86.500000,86.500000,52923
2020-12-11,86.500000,86.660004,86.000000,86.089996,86.089996,65876
2020-12-14,86.160004,86.529999,86.010002,86.110001,86.110001,85172
2020-12-15,86.110001,86.629997,86.050003,86.419998,86.419998,62561
2020-12-16,86.419998,87.000000,86.320000,86.540001,86.540001,44366
2020-12-17,86.550003,87.290001,86.300003,86.300003,86.300003,65267
2020-12-18,86.300003,86.489998,86.300003,86.470001,86.470001,4328
